case_id,standard_name,question,expected_outcome,question_type,scenario
v3_edge_0240_08_ready_7c75776ee3,ISA 600,"Applying ISA 600, late manual entries consistently improve results. How should possible management override be investigated?",READY,ready,fraud_override_indicator
v3_edge_0240_09_ready_38f0886588,ISA 600,"For ISA 600, management explanations are plausible but unsupported by independent evidence. What skepticism-based follow-up is required?",READY,ready,professional_skepticism_bias
v3_edge_0240_10_ready_b3b3aba69a,ISA 600,"Under ISA 600, estimation uncertainty remains high despite additional procedures. How should sufficiency and appropriateness of evidence be concluded?",READY,ready,estimate_uncertainty_response
v3_edge_0240_11_clarification_dd4a100268,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
v3_edge_0240_12_clarification_bc6b596180,Professional Auditing Standards (General),Management changed policy options this year; how should it be evaluated and what are its dependencies?,NEEDS_CLARIFICATION,clarification,clarify_target_standard_policy_change
v3_edge_0240_13_clarification_9c632a6804,Professional Auditing Standards (General),"If data is incomplete and proxies are used, how should it be assessed and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_data_proxy
v3_edge_0240_14_clarification_b35fb85b2a,Professional Auditing Standards (General),"When contract terms conflict with system classification, how should it be resolved and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_contract_system_conflict
v3_edge_0240_15_clarification_14e9d7b5cc,Professional Auditing Standards (General),"For mixed contract components with different risk features, how should it be split and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_mixed_components
v3_edge_0240_16_clarification_9491459626,Professional Auditing Standards (General),"If business purpose changes near year-end, when should it be reclassified and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_reclassification
v3_edge_0240_17_clarification_6276e581da,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0240_18_clarification_d6db922c6b,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0240_19_clarification_abcc27a962,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0240_20_clarification_fe56028f7a,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0241_01_ready_515c88dcdd,ISA 600,"Under ISA 600, a process appears low-volume but potentially high-risk. How should risk assessment be adjusted and documented?",READY,ready,risk_assessment_scope_edge
v3_edge_0241_02_ready_ecbc11ec0e,ISA 600,"Applying ISA 600, risks are pervasive at the financial statement level but mixed at assertion level. How should procedures be balanced?",READY,ready,financial_statement_vs_assertion_risk
v3_edge_0241_03_ready_89fab196d5,ISA 600,"For ISA 600, control design appears sound but one operating failure occurred near year-end. Can reliance continue, and how should substantive work be expanded?",READY,ready,control_design_vs_operation
v3_edge_0241_04_ready_9e11e1e6fb,ISA 600,"Under ISA 600, the population is highly skewed with a few very large items. How should sample design and coverage be changed?",READY,ready,sampling_edge_population_bias
v3_edge_0241_05_ready_bcd9930bc0,ISA 600,"Applying ISA 600, third-party evidence conflicts with internal records. What is the required approach to resolve contradictory evidence?",READY,ready,contradictory_audit_evidence
v3_edge_0241_06_ready_4cd288c77f,ISA 600,"For ISA 600, management relies on an expert model with limited transparency. What evidence must the auditor obtain before relying on the output?",READY,ready,management_expert_reliance
v3_edge_0241_07_ready_37ca2b779d,ISA 600,"Under ISA 600, when does complexity require using an auditor's expert rather than team-only procedures?",READY,ready,auditor_expert_use_threshold
v3_edge_0241_08_ready_99e99048cd,ISA 600,"Applying ISA 600, late manual entries consistently improve results. How should possible management override be investigated?",READY,ready,fraud_override_indicator
v3_edge_0241_09_ready_c1ebbea526,ISA 600,"For ISA 600, management explanations are plausible but unsupported by independent evidence. What skepticism-based follow-up is required?",READY,ready,professional_skepticism_bias
v3_edge_0241_10_ready_eb6bc3ee93,ISA 600,"Under ISA 600, estimation uncertainty remains high despite additional procedures. How should sufficiency and appropriateness of evidence be concluded?",READY,ready,estimate_uncertainty_response
v3_edge_0241_11_clarification_0ef63b7507,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
v3_edge_0241_12_clarification_28a6ecd113,Professional Auditing Standards (General),Management changed policy options this year; how should it be evaluated and what are its dependencies?,NEEDS_CLARIFICATION,clarification,clarify_target_standard_policy_change
v3_edge_0241_13_clarification_032898bec7,Professional Auditing Standards (General),"If data is incomplete and proxies are used, how should it be assessed and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_data_proxy
v3_edge_0241_14_clarification_3b99c28860,Professional Auditing Standards (General),"When contract terms conflict with system classification, how should it be resolved and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_contract_system_conflict
v3_edge_0241_15_clarification_ce968d2817,Professional Auditing Standards (General),"For mixed contract components with different risk features, how should it be split and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_mixed_components
v3_edge_0241_16_clarification_f88145ecdd,Professional Auditing Standards (General),"If business purpose changes near year-end, when should it be reclassified and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_reclassification
v3_edge_0241_17_clarification_f481a670a7,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0241_18_clarification_d96ca0a3b6,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0241_19_clarification_5d7d0408f8,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0241_20_clarification_00bc37737d,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0242_01_ready_fcea89f985,ISA 600,"Under ISA 600, a process appears low-volume but potentially high-risk. How should risk assessment be adjusted and documented?",READY,ready,risk_assessment_scope_edge
v3_edge_0242_02_ready_6358fed4d1,ISA 600,"Applying ISA 600, risks are pervasive at the financial statement level but mixed at assertion level. How should procedures be balanced?",READY,ready,financial_statement_vs_assertion_risk
v3_edge_0242_03_ready_9a5c2eab85,ISA 600,"For ISA 600, control design appears sound but one operating failure occurred near year-end. Can reliance continue, and how should substantive work be expanded?",READY,ready,control_design_vs_operation
v3_edge_0242_04_ready_fa44b26b29,ISA 600,"Under ISA 600, the population is highly skewed with a few very large items. How should sample design and coverage be changed?",READY,ready,sampling_edge_population_bias
v3_edge_0242_05_ready_345273213a,ISA 600,"Applying ISA 600, third-party evidence conflicts with internal records. What is the required approach to resolve contradictory evidence?",READY,ready,contradictory_audit_evidence
v3_edge_0242_06_ready_c3a1a167b5,ISA 600,"For ISA 600, management relies on an expert model with limited transparency. What evidence must the auditor obtain before relying on the output?",READY,ready,management_expert_reliance
v3_edge_0242_07_ready_3a829a3cef,ISA 600,"Under ISA 600, when does complexity require using an auditor's expert rather than team-only procedures?",READY,ready,auditor_expert_use_threshold
v3_edge_0242_08_ready_9e2ba50c1c,ISA 600,"Applying ISA 600, late manual entries consistently improve results. How should possible management override be investigated?",READY,ready,fraud_override_indicator
v3_edge_0242_09_ready_9ae3d1d9c6,ISA 600,"For ISA 600, management explanations are plausible but unsupported by independent evidence. What skepticism-based follow-up is required?",READY,ready,professional_skepticism_bias
v3_edge_0242_10_ready_1c3f823cb7,ISA 600,"Under ISA 600, estimation uncertainty remains high despite additional procedures. How should sufficiency and appropriateness of evidence be concluded?",READY,ready,estimate_uncertainty_response
v3_edge_0242_11_clarification_275ecddb8f,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
v3_edge_0242_12_clarification_074d46217e,Professional Auditing Standards (General),Management changed policy options this year; how should it be evaluated and what are its dependencies?,NEEDS_CLARIFICATION,clarification,clarify_target_standard_policy_change
v3_edge_0242_13_clarification_7e0bedb98a,Professional Auditing Standards (General),"If data is incomplete and proxies are used, how should it be assessed and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_data_proxy
v3_edge_0242_14_clarification_0c9c888f6f,Professional Auditing Standards (General),"When contract terms conflict with system classification, how should it be resolved and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_contract_system_conflict
v3_edge_0242_15_clarification_89f4823d1e,Professional Auditing Standards (General),"For mixed contract components with different risk features, how should it be split and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_mixed_components
v3_edge_0242_16_clarification_2a2c83faca,Professional Auditing Standards (General),"If business purpose changes near year-end, when should it be reclassified and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_reclassification
v3_edge_0242_17_clarification_5bc46985e2,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0242_18_clarification_eca2f92172,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0242_19_clarification_124a59ddd2,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0242_20_clarification_6d8fc1414c,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0243_01_ready_dba82f876d,ISA 600,"Under ISA 600, a process appears low-volume but potentially high-risk. How should risk assessment be adjusted and documented?",READY,ready,risk_assessment_scope_edge
v3_edge_0243_02_ready_e442735637,ISA 600,"Applying ISA 600, risks are pervasive at the financial statement level but mixed at assertion level. How should procedures be balanced?",READY,ready,financial_statement_vs_assertion_risk
v3_edge_0243_03_ready_32f5fe3e41,ISA 600,"For ISA 600, control design appears sound but one operating failure occurred near year-end. Can reliance continue, and how should substantive work be expanded?",READY,ready,control_design_vs_operation
v3_edge_0243_04_ready_389cc9c763,ISA 600,"Under ISA 600, the population is highly skewed with a few very large items. How should sample design and coverage be changed?",READY,ready,sampling_edge_population_bias
v3_edge_0243_05_ready_c6bdb45115,ISA 600,"Applying ISA 600, third-party evidence conflicts with internal records. What is the required approach to resolve contradictory evidence?",READY,ready,contradictory_audit_evidence
v3_edge_0243_06_ready_c02ece9de3,ISA 600,"For ISA 600, management relies on an expert model with limited transparency. What evidence must the auditor obtain before relying on the output?",READY,ready,management_expert_reliance
v3_edge_0243_07_ready_c770c5c172,ISA 600,"Under ISA 600, when does complexity require using an auditor's expert rather than team-only procedures?",READY,ready,auditor_expert_use_threshold
v3_edge_0243_08_ready_5c765711cf,ISA 600,"Applying ISA 600, late manual entries consistently improve results. How should possible management override be investigated?",READY,ready,fraud_override_indicator
v3_edge_0243_09_ready_8280f5afba,ISA 600,"For ISA 600, management explanations are plausible but unsupported by independent evidence. What skepticism-based follow-up is required?",READY,ready,professional_skepticism_bias
v3_edge_0243_10_ready_633fc3115f,ISA 600,"Under ISA 600, estimation uncertainty remains high despite additional procedures. How should sufficiency and appropriateness of evidence be concluded?",READY,ready,estimate_uncertainty_response
v3_edge_0243_11_clarification_86562be420,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
v3_edge_0243_12_clarification_d8e0301034,Professional Auditing Standards (General),Management changed policy options this year; how should it be evaluated and what are its dependencies?,NEEDS_CLARIFICATION,clarification,clarify_target_standard_policy_change
v3_edge_0243_13_clarification_4cf95ce9ae,Professional Auditing Standards (General),"If data is incomplete and proxies are used, how should it be assessed and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_data_proxy
v3_edge_0243_14_clarification_5fa2b6a359,Professional Auditing Standards (General),"When contract terms conflict with system classification, how should it be resolved and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_contract_system_conflict
v3_edge_0243_15_clarification_55e35bc6a6,Professional Auditing Standards (General),"For mixed contract components with different risk features, how should it be split and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_mixed_components
v3_edge_0243_16_clarification_5d13084efe,Professional Auditing Standards (General),"If business purpose changes near year-end, when should it be reclassified and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_reclassification
v3_edge_0243_17_clarification_1d0114ce01,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0243_18_clarification_a36adaf0a5,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0243_19_clarification_6f48c2bcbb,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0243_20_clarification_58c8f29a29,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0244_01_ready_7461100e9f,ISA 610,"Under ISA 610, a process appears low-volume but potentially high-risk. How should risk assessment be adjusted and documented?",READY,ready,risk_assessment_scope_edge
v3_edge_0244_02_ready_b2fdd471fe,ISA 610,"Applying ISA 610, risks are pervasive at the financial statement level but mixed at assertion level. How should procedures be balanced?",READY,ready,financial_statement_vs_assertion_risk
v3_edge_0244_03_ready_6189de6b78,ISA 610,"For ISA 610, control design appears sound but one operating failure occurred near year-end. Can reliance continue, and how should substantive work be expanded?",READY,ready,control_design_vs_operation
v3_edge_0244_04_ready_0e7a1179ab,ISA 610,"Under ISA 610, the population is highly skewed with a few very large items. How should sample design and coverage be changed?",READY,ready,sampling_edge_population_bias
v3_edge_0244_05_ready_43a0fd460e,ISA 610,"Applying ISA 610, third-party evidence conflicts with internal records. What is the required approach to resolve contradictory evidence?",READY,ready,contradictory_audit_evidence
v3_edge_0244_06_ready_ed2ecc3cc7,ISA 610,"For ISA 610, management relies on an expert model with limited transparency. What evidence must the auditor obtain before relying on the output?",READY,ready,management_expert_reliance
v3_edge_0244_07_ready_95972de9cb,ISA 610,"Under ISA 610, when does complexity require using an auditor's expert rather than team-only procedures?",READY,ready,auditor_expert_use_threshold
v3_edge_0244_08_ready_b5ad0e1a19,ISA 610,"Applying ISA 610, late manual entries consistently improve results. How should possible management override be investigated?",READY,ready,fraud_override_indicator
v3_edge_0244_09_ready_fd81fec82f,ISA 610,"For ISA 610, management explanations are plausible but unsupported by independent evidence. What skepticism-based follow-up is required?",READY,ready,professional_skepticism_bias
v3_edge_0244_10_ready_2d38586c8c,ISA 610,"Under ISA 610, estimation uncertainty remains high despite additional procedures. How should sufficiency and appropriateness of evidence be concluded?",READY,ready,estimate_uncertainty_response
v3_edge_0244_11_clarification_33e5705129,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
v3_edge_0244_12_clarification_6bfd0a8d47,Professional Auditing Standards (General),Management changed policy options this year; how should it be evaluated and what are its dependencies?,NEEDS_CLARIFICATION,clarification,clarify_target_standard_policy_change
v3_edge_0244_13_clarification_d5e143845c,Professional Auditing Standards (General),"If data is incomplete and proxies are used, how should it be assessed and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_data_proxy
v3_edge_0244_14_clarification_de25dc547b,Professional Auditing Standards (General),"When contract terms conflict with system classification, how should it be resolved and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_contract_system_conflict
v3_edge_0244_15_clarification_a6d27ed119,Professional Auditing Standards (General),"For mixed contract components with different risk features, how should it be split and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_mixed_components
v3_edge_0244_16_clarification_d990c7d47b,Professional Auditing Standards (General),"If business purpose changes near year-end, when should it be reclassified and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_reclassification
v3_edge_0244_17_clarification_3cbda0e77d,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0244_18_clarification_9b81116bb6,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0244_19_clarification_07ee0bd4c9,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0244_20_clarification_0a30975399,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0245_01_ready_5c3971b5cc,ISA 610,"Under ISA 610, a process appears low-volume but potentially high-risk. How should risk assessment be adjusted and documented?",READY,ready,risk_assessment_scope_edge
v3_edge_0245_02_ready_6cf0434bc7,ISA 610,"Applying ISA 610, risks are pervasive at the financial statement level but mixed at assertion level. How should procedures be balanced?",READY,ready,financial_statement_vs_assertion_risk
v3_edge_0245_03_ready_94aedca0be,ISA 610,"For ISA 610, control design appears sound but one operating failure occurred near year-end. Can reliance continue, and how should substantive work be expanded?",READY,ready,control_design_vs_operation
v3_edge_0245_04_ready_805f5e50bc,ISA 610,"Under ISA 610, the population is highly skewed with a few very large items. How should sample design and coverage be changed?",READY,ready,sampling_edge_population_bias
v3_edge_0245_05_ready_693d9ea843,ISA 610,"Applying ISA 610, third-party evidence conflicts with internal records. What is the required approach to resolve contradictory evidence?",READY,ready,contradictory_audit_evidence
v3_edge_0245_06_ready_289d1bde8d,ISA 610,"For ISA 610, management relies on an expert model with limited transparency. What evidence must the auditor obtain before relying on the output?",READY,ready,management_expert_reliance
v3_edge_0245_07_ready_2266f28b36,ISA 610,"Under ISA 610, when does complexity require using an auditor's expert rather than team-only procedures?",READY,ready,auditor_expert_use_threshold
v3_edge_0245_08_ready_9720418a6b,ISA 610,"Applying ISA 610, late manual entries consistently improve results. How should possible management override be investigated?",READY,ready,fraud_override_indicator
v3_edge_0245_09_ready_10cf0cbc10,ISA 610,"For ISA 610, management explanations are plausible but unsupported by independent evidence. What skepticism-based follow-up is required?",READY,ready,professional_skepticism_bias
v3_edge_0245_10_ready_399e25d7fe,ISA 610,"Under ISA 610, estimation uncertainty remains high despite additional procedures. How should sufficiency and appropriateness of evidence be concluded?",READY,ready,estimate_uncertainty_response
v3_edge_0245_11_clarification_1e3105b4fb,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
v3_edge_0245_12_clarification_9f9d53fd48,Professional Auditing Standards (General),Management changed policy options this year; how should it be evaluated and what are its dependencies?,NEEDS_CLARIFICATION,clarification,clarify_target_standard_policy_change
v3_edge_0245_13_clarification_1bcd21927c,Professional Auditing Standards (General),"If data is incomplete and proxies are used, how should it be assessed and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_data_proxy
v3_edge_0245_14_clarification_014613b8b1,Professional Auditing Standards (General),"When contract terms conflict with system classification, how should it be resolved and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_contract_system_conflict
v3_edge_0245_15_clarification_e65936a144,Professional Auditing Standards (General),"For mixed contract components with different risk features, how should it be split and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_mixed_components
v3_edge_0245_16_clarification_757249096d,Professional Auditing Standards (General),"If business purpose changes near year-end, when should it be reclassified and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_reclassification
v3_edge_0245_17_clarification_c2c55eabae,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0245_18_clarification_5b3e369ba0,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0245_19_clarification_970e919099,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0245_20_clarification_e0799647f0,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0246_01_ready_0d132071c7,ISA 610,"Under ISA 610, a process appears low-volume but potentially high-risk. How should risk assessment be adjusted and documented?",READY,ready,risk_assessment_scope_edge
v3_edge_0246_02_ready_3961c5bd97,ISA 610,"Applying ISA 610, risks are pervasive at the financial statement level but mixed at assertion level. How should procedures be balanced?",READY,ready,financial_statement_vs_assertion_risk
v3_edge_0246_03_ready_244fe92b23,ISA 610,"For ISA 610, control design appears sound but one operating failure occurred near year-end. Can reliance continue, and how should substantive work be expanded?",READY,ready,control_design_vs_operation
v3_edge_0246_04_ready_6ffac3a52c,ISA 610,"Under ISA 610, the population is highly skewed with a few very large items. How should sample design and coverage be changed?",READY,ready,sampling_edge_population_bias
v3_edge_0246_05_ready_7ea43fe63f,ISA 610,"Applying ISA 610, third-party evidence conflicts with internal records. What is the required approach to resolve contradictory evidence?",READY,ready,contradictory_audit_evidence
v3_edge_0246_06_ready_290ccec5d0,ISA 610,"For ISA 610, management relies on an expert model with limited transparency. What evidence must the auditor obtain before relying on the output?",READY,ready,management_expert_reliance
v3_edge_0246_07_ready_94b763fef6,ISA 610,"Under ISA 610, when does complexity require using an auditor's expert rather than team-only procedures?",READY,ready,auditor_expert_use_threshold
v3_edge_0246_08_ready_b950b7a7f1,ISA 610,"Applying ISA 610, late manual entries consistently improve results. How should possible management override be investigated?",READY,ready,fraud_override_indicator
v3_edge_0246_09_ready_a927f402c1,ISA 610,"For ISA 610, management explanations are plausible but unsupported by independent evidence. What skepticism-based follow-up is required?",READY,ready,professional_skepticism_bias
v3_edge_0246_10_ready_154e8b6c3c,ISA 610,"Under ISA 610, estimation uncertainty remains high despite additional procedures. How should sufficiency and appropriateness of evidence be concluded?",READY,ready,estimate_uncertainty_response
v3_edge_0246_11_clarification_5cea99aea7,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
v3_edge_0246_12_clarification_43bb5f5839,Professional Auditing Standards (General),Management changed policy options this year; how should it be evaluated and what are its dependencies?,NEEDS_CLARIFICATION,clarification,clarify_target_standard_policy_change
v3_edge_0246_13_clarification_2c847caa0e,Professional Auditing Standards (General),"If data is incomplete and proxies are used, how should it be assessed and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_data_proxy
v3_edge_0246_14_clarification_7539f31906,Professional Auditing Standards (General),"When contract terms conflict with system classification, how should it be resolved and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_contract_system_conflict
v3_edge_0246_15_clarification_3109008d75,Professional Auditing Standards (General),"For mixed contract components with different risk features, how should it be split and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_mixed_components
v3_edge_0246_16_clarification_ada6020649,Professional Auditing Standards (General),"If business purpose changes near year-end, when should it be reclassified and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_reclassification
v3_edge_0246_17_clarification_97d5efce78,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0246_18_clarification_3aea512159,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0246_19_clarification_599089c9e0,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0246_20_clarification_3b17a9a292,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0247_01_ready_cff309c956,ISA 620,"Under ISA 620, a process appears low-volume but potentially high-risk. How should risk assessment be adjusted and documented?",READY,ready,risk_assessment_scope_edge
v3_edge_0247_02_ready_e8a2fc7520,ISA 620,"Applying ISA 620, risks are pervasive at the financial statement level but mixed at assertion level. How should procedures be balanced?",READY,ready,financial_statement_vs_assertion_risk
v3_edge_0247_03_ready_74b63e67be,ISA 620,"For ISA 620, control design appears sound but one operating failure occurred near year-end. Can reliance continue, and how should substantive work be expanded?",READY,ready,control_design_vs_operation
v3_edge_0247_04_ready_aaaae73739,ISA 620,"Under ISA 620, the population is highly skewed with a few very large items. How should sample design and coverage be changed?",READY,ready,sampling_edge_population_bias
v3_edge_0247_05_ready_4bd8bdcb5d,ISA 620,"Applying ISA 620, third-party evidence conflicts with internal records. What is the required approach to resolve contradictory evidence?",READY,ready,contradictory_audit_evidence
v3_edge_0247_06_ready_4c225625c1,ISA 620,"For ISA 620, management relies on an expert model with limited transparency. What evidence must the auditor obtain before relying on the output?",READY,ready,management_expert_reliance
v3_edge_0247_07_ready_973d1233f2,ISA 620,"Under ISA 620, when does complexity require using an auditor's expert rather than team-only procedures?",READY,ready,auditor_expert_use_threshold
v3_edge_0247_08_ready_6ed904ac78,ISA 620,"Applying ISA 620, late manual entries consistently improve results. How should possible management override be investigated?",READY,ready,fraud_override_indicator
v3_edge_0247_09_ready_7dc7b3045d,ISA 620,"For ISA 620, management explanations are plausible but unsupported by independent evidence. What skepticism-based follow-up is required?",READY,ready,professional_skepticism_bias
v3_edge_0247_10_ready_d4d352abca,ISA 620,"Under ISA 620, estimation uncertainty remains high despite additional procedures. How should sufficiency and appropriateness of evidence be concluded?",READY,ready,estimate_uncertainty_response
v3_edge_0247_11_clarification_8d120514f4,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
v3_edge_0247_12_clarification_07db4b41ba,Professional Auditing Standards (General),Management changed policy options this year; how should it be evaluated and what are its dependencies?,NEEDS_CLARIFICATION,clarification,clarify_target_standard_policy_change
v3_edge_0247_13_clarification_7677c57182,Professional Auditing Standards (General),"If data is incomplete and proxies are used, how should it be assessed and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_data_proxy
